Loan Number,Project No.,Country Name,ISO ALPHA-3 Country Code,ADB Country Code,Country Group,"Country classification, latest ","Country classification, at approval",Department,Project Name,"Modality
(AER)",Mode of financial assistance,ADF or OCR?,Source of funds,"Approved amount 
(USD mil)","Disbursed amount
(USD mil)",Approval date,Approval year,Loan signing,Loan effectivity (original),Loan effectivity (actual),Closing date (estimate),Closing date (actual),"Cofin, app
(USD mil)","Cofin, act
(USD mil)","Proj Cost, app
(USD mil)","Proj Cost, act
(USD mil)",Sector (2009),Subsector (2009),Primary Sector (PCS 2014),Primary Sector (PCS 2014)_3,Primary Subsector (PCS 2014),Secondary Sector (PCS 2014),Secondary Subsector (PCS 2014),RRP circulation date (BOD),PCR circulation date (BOD),PCR overall rating,PCR relevance,PCR effectiveness,PCR efficiency,PCR sustainability,With PVR?,PVR circulation date,PVR overall rating,PVR relevance,PVR effectiveness,PVR efficiency,PVR sustainability,"With PPER/
PPAR?",PPER circulation date (BOD),PPER overall rating,PPER relevance,PPER effectiveness,PPER efficiency,PPER sustainability,Source of latest rating,"AER reporting year
(PCR circ)",Latest overall rating,Latest relevance,Latest effectiveness,Latest efficiency,Latest sustainability
2544,43315,Viet Nam,VNM,VIE,Southeast Asia,B,B,SERD,Countercyclical Support,Program,,OCR,OCR,500,500,15-Sep-09,2009,20-Oct-09,20-Nov-09,20-Nov-09,31-Dec-09,31-Dec-09,,,,,Public Sector Management,Economic and public affairs management,Public sector management,PSM,Economic affairs management,„na,,8-Sep-09,28-Oct-11,Successful,Highly relevant,Effective,Efficient,Not rated,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2012,Successful,Highly relevant,Effective,Efficient,Not rated
2538,43300,Philippines,PHL,PHI,Southeast Asia,C,C,SERD,Countercyclical Support,Program,,OCR,OCR,500,500,24-Aug-09,2009,27-Aug-09,25-Nov-09,14-Sep-09,31-Dec-09,31-Dec-09,,,,,Public Sector Management,Economic and public affairs management,Public sector management,PSM,Economic affairs management,„na,,13-Aug-09,7-Oct-11,Successful,Highly relevant,Effective,Highly efficient,Not rated,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2012,Successful,Highly relevant,Effective,Highly efficient,Not rated
2427,41149-013,Maldives,MDV,MLD,South Asia,A,A,SARD,Private Sector Development Project,Project,TA loan,ADF,ADF,7.5,6.28,20-Jun-08,2008,13-Jan-09,13-Apr-09,8-Apr-09,31-Aug-11,1-Oct-13,0,0,7.8,6.74,Industry and Trade,,Industry and trade,IND,Small and medium enterprise development,„na,„na,30-May-08,21-Aug-14,Successful,Relevant,Effective,Less than efficient,Likely sustainable,Yes,9-Jul-15,Successful,Relevant,Effective,Less than efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2015,Successful,Relevant,Effective,Less than efficient,Likely sustainable
2414,37066-02,India,IND,IND,South Asia,B,B2,SARD,Rural Roads Sector II Investment Program (Project 2) - State of Orissa,Project,,OCR,OCR,77.65,38.094,17-Mar-08,2008,28-Mar-08,26-Jun-08,9-Jul-08,31-Dec-09,31-Dec-10,,,,,Transport and ICT,Road Transport,Transport,TRA,Road transport (non-urban),„na,,29-Nov-05,7-Nov-12,Highly successful,Highly relevant,Highly effective,Efficient,Most likely sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2013,Highly successful,Highly relevant,Highly effective,Efficient,Most likely sustainable
2393,39655-013,"China, People's Republic of",CHN,PRC,East Asia,C,B2,EARD,Xinjiang Regional Road Improvement Project (Korla_Kuqa Section),Project,Project loan,OCR,OCR,150,150,13-Dec-07,2007,26-May-08,24-Aug-08,26-Aug-08,31-Dec-12,31-Dec-13,0,0,594,569,Transport ,,Transport,TRA,Road transport (non-urban),„na,„na,22-Nov-07,18-Sep-14,Successful,Relevant,Effective,Efficient,Likely sustainable,Yes,9-Jun-15,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2015,Successful,Relevant,Effective,Efficient,Likely sustainable
2388,40052-013,"China, People's Republic of",CHN,PRC,East Asia,C,B2,EARD,Kunming Qingshuihai Water Supply Project,Project,Project loan,OCR,OCR,80,80,12-Dec-07,2007,26-Mar-08,25-Jun-08,25-Jun-08,30-Jun-13,6-Nov-13,0,0,255.9,369,Water and Other Municipal Infrastruture and Services,,Water and other urban infrastructure services,WUS,Urban water supply,„na,„na,21-Nov-07,8-Sep-14,Successful,Highly relevant,Highly effective,Efficient,Likely sustainable,Yes,20-Jul-15,Successful,Relevant,Highly effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2015,Successful,Relevant,Highly effective,Efficient,Likely sustainable
2346,32298,India,IND,IND,South Asia,B,B2,SARD,MFF: Madhya Pradesh Power Sector Investment Program (Tranche 3),Project,MFF-Tranche (Loan),OCR,OCR,144,141.9,21-Aug-07,2007,23-Aug-07,21-Nov-07,24-Dec-07,31-Dec-11,16-Sep-13,34.9,10,197.8,176.1,Energy,,Energy,ENE,Energy sector development and institutional reform,„na,„na,9-Mar-07,10-Sep-14,Successful,Relevant,Effective,Efficient,Sustainable,Yes,15-Sep,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2015,Successful,Relevant,Effective,Efficient,Likely sustainable
2345,39149-013,"China, People's Republic of",CHN,PRC,East Asia,C,,EARD,Western Guangxi Roads Development Project,Project,,OCR,OCR,,,14-Aug-07,2007,,,,,,,,,,Transport ,,Transport,TRA,Road transport (non-urban),„na,„na,19-Jul-07,29-Sep-14,Successful,Relevant,Effective,Efficient,Likely to be sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2015,Successful,Relevant,Effective,Efficient,Likely to be sustainable
2328,36595-013,"China, People's Republic of",CHN,PRC,East Asia,C,,EARD,"Anhui Hefei Urban Environment
Improvement Project",Project,,OCR,OCR,,,24-Apr-07,2007,,,,,,,,,,Water and Other Municipal Infrastruture and Services,,Water and other urban infrastructure services,WUS,Urban flood protection,TRA,Urban public transport,29-Aug-14,29-Aug-14,Successful,Highly relevant,Effective,Efficient,Likely to be sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2015,Successful,Highly relevant,Effective,Efficient,Likely to be sustainable
2314,31196,Kyrgyz Republic,KGZ,KGZ,Central West Asia,A,A,CWRD,Southern Agriculture Area Development Project,Project,,ADF,ADF,15,0.03,29-Jan-07,2007,31-May-07,29-Aug-07,10-Sep-07,31-Dec-13,3-Nov-09,,,,,Agriculture and Natural Resources,Agricultural Production and Markets,"Agriculture, natural resources and rural development",ANR,Agricultural production,FIN,,8-Jan-07,10-May-11,Unsuccessful,Less than relevant,Not rated,Not rated,Not rated,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2011,Unsuccessful,Less than relevant,Not rated,Not rated,Not rated
2283,36304,Viet Nam,VNM,VIE,Southeast Asia,B,B1,SERD,Agriculture Science and Technology Project,Project,Project loan,ADF,ADF,30,30.87,11-Dec-06,2006,14-Mar-07,12-Jun-07,13-Jun-07,30-Jun-12,13-Aug-14,0,0,40,41.1,"Agriculture, Natural Resources and Rural Development",,"Agriculture, natural resources and rural development",ANR,Agriculture research and application,„na,„na,20-Nov-06,23-Sep-14,Successful,Highly relevant,Effective,Efficient,Likely sustainable,Yes,15-Sep,Successful,Highly relevant,Highly effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2015,Successful,Highly relevant,Highly effective,Efficient,Likely sustainable
2281,36343,India,IND,IND,South Asia,B,B2,SARD,Rural Cooperative Credit Restructuring and Development Program,Program,Program loan,OCR,OCR,"1,000.00",800,8-Dec-06,2006,11-Dec-06,10-Mar-07,21-Feb-07,30-Jun-10,30-Jun-13,0,0,"1,428.00","1,048.76",Finance,,Finance,FIN,Inclusive finance,„na,„na,17-Nov-06,30-Sep-14,Less than successful,Relevant,Less than effective,Less than efficient,Less than likely sustainable,Yes,9-Jul-15,Less than successful,Less than relevant,Less than effective,Less than efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2015,Less than successful,Less than relevant,Less than effective,Less than efficient,Less than likely sustainable
2247,39038,"China, People's Republic of",CHN,PRC,East Asia,C,B2,EARD,Heilongjiang Road Network Development Project,Project,Project loan,OCR,OCR,200,200.22,26-Jul-06,2006,19-Jan-07,19-Apr-07,7-May-07,30-Sep-11,1-Mar-12,0,0,524.55,538.19,Transport and ICT,Road Transport,Transport,TRA,Road transport (non-urban),„na,,5-Jul-06,26-Sep-12,Successful,Highly relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,Yes,10-Nov-15,Successful,Relevant,Effective,Efficient,Likely to be sustainable,PPER,2013,Successful,Relevant,Effective,Efficient,Likely to be sustainable
2238,34187,Mongolia,MNG,MON,East Asia,B,A,EARD,Third Education Development,Project,,ADF,ADF,13,13.39,21-Jun-06,2006,18-Dec-06,27-Feb-07,27-Feb-07,31-Mar-12,31-Mar-12,,,,,Education,Pre-Primary and Basic Education,Education,EDU,Education sector development,„na,,31-May-06,24-Sep-12,Successful,Highly relevant,Effective,Efficient,Likely to be sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2013,Successful,Highly relevant,Effective,Efficient,Likely to be sustainable
2234,33268,Pakistan,PAK,PAK,Central West Asia,B,B1,CWRD,Federally Administered Tribal Areas Rural Development Project,Project,,ADF,ADF,42,45.229,25-Apr-06,2006,14-Jun-06,14-Sep-06,8-Aug-06,31-Dec-11,30-Aug-12,,,,,Agriculture and Natural Resources,Agriculture and Rural Sector Development,"Agriculture, natural resources and rural development",ANR,"Agricultural policy, institutional and capacity development",„na,,4-Apr-06,24-Oct-12,Successful,Relevant,Effective,Highly efficient,Likely to be sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2013,Successful,Relevant,Effective,Highly efficient,Likely to be sustainable
2232,36197,Bangladesh,BGD,BAN,South Asia,B,B1,SARD,Improvement of Capital Market and Insurance Governance Project,Project,TA loan,ADF,ADF,3,2.3,9-Mar-06,2006,7-Feb-07,7-Mar-07,23-May-07,30-Jun-08,19-May-13,0,0,4,3.11,Finance,,Finance,FIN,Insurance and contractual savings,„na,„na,confidential,30-Sep-14,Successful,Relevant,Effective,Less than efficient,Likely sustainable,Yes,9-Jul-15,Successful,Relevant,Effective,Less than efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2015,Successful,Relevant,Effective,Less than efficient,Likely sustainable
2224,34172,Kyrgyz Republic,KGZ,KGZ,Central West Asia,A,A,CWRD,Banking Sector and Capital Market Development Program,Program,,ADF,ADF,15.5,16.73,20-Dec-05,2005,23-May-06,21-Aug-06,31-Aug-06,30-Jun-09,25-Nov-09,,,,,Finance,Banking Systems,Finance,FIN,Banking systems and nonbank financial institutions,„na,,29-Nov-05,29-Dec-10,Less than successful,Relevant,Less than effective,Less than efficient,Likely to be sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2011,Less than successful,Relevant,Less than effective,Less than efficient,Likely to be sustainable
2223,30292-023,Viet Nam,VNM,VIE,Southeast Asia,B,B1,SERD,Central Region Water Resources Project,Project,Project loan,ADF,ADF,74.3,80.295,19-Dec-05,2005,18-Dec-06,8-Jun-07,8-Jun-07,30-Jun-12,18-Feb-13,0,0,99,100.99,Agriculture and natural resources,Water-Based Natural Resources Management ,"Agriculture, natural resources and rural development",ANR,Water-based natural resources management,„na,„na,28-Nov-05,17-Oct-13,Successful,Highly relevant,Effective,Efficient,Likely to be sustainable,No,NA,NA,NA,NA,NA,NA,Yes,21-Dec-17,Successful,Relevant,Effective,Highly efficient,Less than likely sustainable,PPER,2014,Successful,Relevant,Effective,Highly efficient,Less than likely sustainable
2219,37494,"China, People's Republic of",CHN,PRC,East Asia,C,,EARD,Hunan Roads Development III Project,Project,,OCR,OCR,,,15-Dec-05,2005,,,,,,,,,,Transport ,,Transport,TRA,Road transport (non-urban),„na,„na,24-Nov-05,12-Sep-14,Successful,Highly relevant,Effective,Efficient,Likely to be sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2015,Successful,Highly relevant,Effective,Efficient,Likely to be sustainable
2207,34473,"China, People's Republic of",CHN,PRC,East Asia,C,B2,EARD,Henan Wastewater Management and Water Supply Sector,Project,,OCR,OCR,100,100,9-Dec-05,2005,23-Feb-06,24-May-06,24-May-06,30-Jun-11,30-Dec-11,,,,,Water and Other Municipal Infrastructure and Services,Waste Management and Sewage,Water and other urban infrastructure services,WUS,Urban sewerage,ANR,,18-Nov-05,27-Aug-12,Successful,Highly relevant,Highly effective,Efficient,Likely to be sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2013,Successful,Highly relevant,Highly effective,Efficient,Likely to be sustainable
2190,33224,Bangladesh,BGD,BAN,South Asia,B,,SARD,Agribusiness Development Project,Project,,ADF,ADF,,,,2005,,,,,,,,,,"Agriculture, Natural Resources and Rural Development",,"Agriculture, natural resources and rural development",ANR,"Agro-industry, marketing, and trade",„na,„na,6-Oct-05,25-Sep-14,Successful,Relevant,Effective,Efficient,Most likely sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2015,Successful,Relevant,Effective,Efficient,Most likely sustainable
2176,35340,"China, People's Republic of",CHN,PRC,East Asia,C,B2,EARD,Fuzhou Environmental Improvement,Project,,OCR,OCR,55.8,,29-Jul-05,2005,23-Feb-06,24-May-06,14-Sep-06,,,,,,,Multisector,Multisector,Water and other urban infrastructure services,WUS,Urban sewerage,„na,„na,8-Jul-05,30-Sep-13,Partly successful,Relevant,Effective,Less than efficient,Likely to be sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2014,Partly successful,Relevant,Effective,Less than efficient,Likely to be sustainable
2172,36296,Bangladesh,BGD,BAN,South Asia,B,B1,SARD,Second Urban Primary Health Care Project,Project,Project loan,ADF,ADF,40,28.56,31-May-05,2005,7-Jun-05,5-Sep-05,1-Jul-05,30-Jun-12,16-Sep-14,32,25.15,90,68.88,Health,,Health,HLT,Health sector development and reform,„na,„na,10-May-05,30-Sep-14,Highly successful,Highly relevant,Highly effective,Highly efficient,Likely sustainable,Yes,21-Aug-15,Successful,Relevant,Effective,Efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2015,Successful,Relevant,Effective,Efficient,Less than likely sustainable
2170,33218-013,Maldives,MDV,MLD,South Asia,A,A,SARD,"Regional Development Project, Phase II„
Environmental Infrastructure and Management",Project,Project loan,ADF,ADF,6,5.36,28-Apr-05,2005,20-Sep-05,19-Dec-05,20-Apr-06,31-Mar-11,9-Sep-13,0,0,7.5,7.94,Water and Other Municipal Infrastruture and Services,,Water and other urban infrastructure services,WUS,"Urban policy, institutional and capacity development",„na,„na,7-Apr-05,21-Aug-14,Successful,Relevant,Highly effective,Less than efficient,Likely sustainable,Yes,20-Jul-15,Successful,Relevant,Effective,Less than efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2015,Successful,Relevant,Effective,Less than efficient,Likely sustainable
2125,33470,"China, People's Republic of",CHN,PRC,East Asia,C,B2,EARD,Gansu Roads Development Project,Project,,OCR,OCR,300,299.6,13-Dec-04,2004,24-Mar-05,22-Jun-05,30-Jun-05,30-Jun-10,17-Jul-12,,,,,Transport and ICT,Road Transport ,Transport,TRA,Road transport (non-urban),„na,„na,22-Nov-04,20-Jun-13,Successful,Highly relevant,Effective,Efficient,Likely to be sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2013,Successful,Highly relevant,Effective,Efficient,Likely to be sustainable
2115,33304,Viet Nam,VNM,VIE,Southeast Asia,B,B1,SERD,Second Lower Secondary Education Development,Project,,ADF,,55,,26-Nov-04,2004,20-Dec-04,18-Mar-05,18-Mar-05,30-Jun-11,15-Jan-13,,,,,Education,Pre-Primary and Basic Education,Education,EDU,Secondary - social protection initiatives,„na,„na,5-Nov-04,17-Oct-13,Successful,Relevant,Effective,Efficient,Likely to be sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2014,Successful,Relevant,Effective,Efficient,Likely to be sustainable
2112,36362,"China, People's Republic of",CHN,PRC,East Asia,C,B2,EARD,Liaoning Environmental Improvement,Project,,OCR,OCR,70,56.43,25-Nov-04,2004,26-May-05,26-Aug-05,16-Nov-05,30-Sep-09,30-Dec-11,,,,,Energy,Energy Efficiency and Conservation,Energy,ENE,Energy efficiency and conservation,„na,,4-Nov-04,18-Sep-12,Successful,Highly relevant,Effective,Efficient,Likely to be sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2013,Successful,Highly relevant,Effective,Efficient,Likely to be sustainable
2106,36257,Kyrgyz Republic,KGZ,KGZ,Central West Asia,A,A,CWRD,Southern Transport Corridor Road Rehabilitation Project,Project,,ADF,ADF,32.8,32.71,23-Nov-04,2004,21-Feb-11,22-May-05,28-Jul-05,31-Mar-09,4-Nov-10,,,,,Transport and ICT,Road Transport,Transport,TRA,Road transport (non-urban),„na,,2-Nov-04,7-Oct-11,Successful,Highly relevant,Effective,Efficient,Likely to be sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2012,Successful,Highly relevant,Effective,Efficient,Likely to be sustainable
2101,26061,Bangladesh,BGD,BAN,South Asia,B,B1,SARD,"Teaching Quality Improvement in
Secondary Education Project",Project,Project loan,ADF,ADF,68.94,50.85,9-Nov-04,2004,20-Dec-04,20-Mar-05,28-Apr-05,30-Sep-11,28-Apr-05,18,12.97,108.64,83.22,Education,,Education,EDU,Secondary,„na,„na,19-Oct-04,1-Oct-14,Successful,Relevant,Effective,Efficient,Likely sustainable,Yes,15-Nov,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2015,Successful,Relevant,Effective,Efficient,Likely sustainable
2091,38912,Afghanistan,AFG,AFG,Central West Asia,A,A,CWRD,Afghanistan Investment Guarantee Facility Project,Project,,ADF,ADF,5.17,2.5,24-Sep-04,2004,4-Nov-04,4-Mar-05,3-Mar-05,30-Sep-09,31-Jul-13,,,,,Finance,Investment Funds,Finance,FIN,Infrastructure finance and investment funds,„na,,31-Aug-04,16-Dec-11,Successful,Relevant,Effective,Efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2012,Successful,Relevant,Effective,Efficient,Less than likely sustainable
2079,34121,Papua New Guinea,PNG,PNG,Pacific,B,B2,PARD,Community Water Transport Project,Project,Project loan,ADF,ADF,19,19.1,24-Mar-04,2004,31-May-04,29-Aug-04,23-Nov-04,30-Jun-12,20-Jan-14,3.9,3.7,28.1,33.1,Transport (water transport),,Transport,TRA,Water transport (non-urban),„na,„na,3-Mar-04,2-Oct-14,Partly successful,Relevant,Less than effective,Inefficient,Likely sustainable,Yes,31-Jul-15,Less than successful,Relevant,Less than effective,Inefficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2015,Less than successful,Relevant,Less than effective,Inefficient,Less than likely sustainable
2071,35170,Nepal,NPL,NEP,South Asia,A,A,SARD,Community Livestock Development Project,Project,,ADF,ADF,20,20.33,19-Dec-03,2003,8-Apr-04,7-Jul-04,2-Dec-05,31-Dec-10,30-Nov-10,,,,,Agriculture and Natural Resources,Livestock,"Agriculture, natural resources and rural development",ANR,Livestock,„na,,28-Nov-03,29-Nov-11,Successful,Highly relevant,Effective,Efficient,Likely to be sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2012,Successful,Highly relevant,Effective,Efficient,Likely to be sustainable
2050,36005,India,IND,IND,South Asia,B,B2,SARD,"Chhattisgarh State Roads Development
Sector Project",Project,Sector loan,OCR,OCR,180,160.42,15-Dec-03,2003,14-Dec-04,14-Mar-05,14-Jan-05,31-Jul-09,9-Apr-12,0,0,285.7,281.57,Transport ,,Transport,TRA,Road transport (non-urban),„na,„na,24-Nov-03,21-Aug-14,Successful,Relevant,Less than effective,Efficient,Likely sustainable,Yes,15-Dec,Less than successful,Relevant,Less than effective,Less than efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2015,Less than successful,Relevant,Less than effective,Less than efficient,Likely sustainable
2039,36205,Bangladesh,BGD,BAN,South Asia,B,B1,SARD,Power Sector Development Program (Project Loan),Program,,OCR,,186,,10-Dec-03,2003,18-Dec-03,17-Mar-04,2-Aug-04,30-Jun-08,9-Apr-12,,,,,Energy,Electricity Transmission and Distribution,Energy,ENE,Electricity transmission and distribution,„na,„na,14-Nov-03,3-Sep-13,Successful,Relevant,Effective,Efficient,Likely to be sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2014,Successful,Relevant,Effective,Efficient,Likely to be sustainable
2035,34379,Cambodia,KHM,CAM,Southeast Asia,A,A,SERD,Northwest Irrigation Sector Project,Project,Sector loan,ADF,ADF,18,19.14,9-Dec-03,2003,10-Nov-04,8-Feb-05,2-Feb-05,31-Dec-10,13-Feb-14,3.74,5.34,30.87,26.94,"Agriculture, Natural Resources and Rural Development",,"Agriculture, natural resources and rural development",ANR,Irrigation,„na,„na,18-Nov-03,14-Jul-14,Partly successful,Relevant,Less than effective,Efficient,Less than likely sustainable,Yes,17-Jun-15,Less than successful,Relevant,Less than effective,Efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2015,Less than successful,Relevant,Less than effective,Efficient,Less than likely sustainable
2021,34415,Bangladesh,BGD,BAN,South Asia,B,B1,SARD,"Road Network Improvement and
Maintenance Project II",Project,Project loan,ADF,ADF,126,71.69,20-Nov-03,2003,25-Jun-04,23-Sep-04,23-Nov-04,30-Dec-08,30-Jan-13,0,0,187.1,127.14,Transport ,,Transport,TRA,Road transport (non-urban),„na,„na,28-Oct-03,4-Aug-14,Less than successful,Relevant,Less than effective,Less than efficient,Likely sustainable,Yes,15-Nov,Less than successful,Less than relevant,Less than effective,Less than efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2015,Less than successful,Less than relevant,Less than effective,Less than efficient,Less than likely sustainable
1998,31242,Mongolia,MNG,MON,East Asia,B,A,EARD,Second Health Sector Development,Project,,ADF,ADF,14,15.42,5-Jun-03,2003,25-Aug-03,23-Nov-03,24-Nov-03,31-Dec-08,9-Nov-10,,,,,Health and Social Protection,Health Systems,Health,HLT,Health system development,„na,,15-May-03,28-Dec-10,Successful,Highly relevant,Effective,Highly efficient,Likely to be sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2011,Successful,Highly relevant,Effective,Highly efficient,Likely to be sustainable
